surface_m2,nb_etages,annee_construction,occupation_h_j,altitude_m,type_batiment,isolation,vitrage,chauffage,orientation,conso_kwh_m2,conso_totale_kwh,label_dpe
316,11,1981,17,254,commercial,moyen,double,fioul,SE,61.0,19276,B
1684,5,1936,6,142,commercial,faible,double,pompe_chaleur,SO,126.4,212858,C
229,6,1970,19,234,residentiel,faible,triple,gaz,E,107.9,24709,C
302,13,1985,5,228,residentiel,moyen,simple,elec,NO,70.9,21412,B
307,9,2002,9,5,bureau,fort,double,gaz,S,41.1,12618,A
386,1,1973,22,63,bureau,moyen,simple,bois,O,104.8,40453,C
124,1,1946,5,42,industriel,moyen,double,elec,N,71.9,8916,B
232,8,1946,7,120,commercial,fort,double,fioul,NE,78.5,18212,B
437,10,1994,21,1,industriel,moyen,double,bois,NO,80.8,35310,B
194,7,2009,17,343,commercial,faible,simple,elec,O,98.1,19031,C
425,14,1985,8,327,industriel,moyen,double,pompe_chaleur,O,61.8,26265,B
262,12,2003,10,314,bureau,moyen,double,elec,S,59.2,15510,B
324,7,1984,22,82,residentiel,fort,triple,gaz,SE,74.1,24008,B
548,4,1971,16,66,residentiel,moyen,double,bois,SO,83.1,45539,B
209,1,1962,10,95,residentiel,moyen,double,elec,S,80.3,16783,B
89,1,1970,6,365,residentiel,fort,triple,fioul,E,55.9,4975,B
203,9,1921,12,53,residentiel,tres_fort,simple,pompe_chaleur,NE,80.7,16382,B
137,5,1980,10,179,industriel,moyen,double,gaz,E,82.6,11316,B
55,3,1939,12,5,residentiel,moyen,double,elec,N,100.8,5544,C
227,2,2013,4,161,industriel,moyen,double,gaz,N,46.8,10624,A
281,7,2007,13,78,commercial,fort,simple,gaz,S,53.4,15005,B
500,9,1971,8,19,bureau,fort,double,pompe_chaleur,SO,60.1,30050,B
110,1,1984,23,141,bureau,fort,double,gaz,NE,72.7,7997,B
260,6,1923,9,301,residentiel,moyen,double,bois,E,108.4,28184,C
539,7,1980,8,315,bureau,moyen,simple,elec,N,103.1,55571,C
164,1,2008,10,536,residentiel,fort,double,elec,SE,46.1,7560,A
356,13,1974,16,110,industriel,moyen,triple,gaz,O,62.0,22072,B
749,4,2009,18,331,residentiel,tres_fort,simple,gaz,O,52.6,39397,B
66,2,1928,9,84,residentiel,moyen,double,elec,NE,105.4,6956,C
296,2,2021,17,276,commercial,moyen,triple,gaz,S,43.6,12906,A
552,7,1956,6,232,bureau,moyen,triple,elec,NO,56.2,31022,B
191,10,1922,7,21,bureau,moyen,simple,elec,E,102.1,19501,C
646,4,1984,9,490,bureau,fort,double,gaz,NO,53.4,34496,B
381,11,1983,17,176,residentiel,faible,simple,elec,NE,134.7,51321,C
844,4,1933,15,4,bureau,fort,triple,gaz,S,61.6,51990,B
368,3,1956,13,9,residentiel,fort,double,gaz,NE,79.7,29330,B
895,10,2015,16,50,residentiel,tres_fort,double,pompe_chaleur,N,42.6,38127,A
302,11,1939,7,1,residentiel,fort,double,gaz,NO,63.8,19268,B
94,11,1927,9,77,residentiel,tres_fort,double,gaz,O,63.7,5988,B
157,8,2005,18,40,residentiel,tres_fort,simple,elec,NO,40.0,6280,A
499,13,1990,23,98,bureau,moyen,double,elec,S,99.4,49601,C
492,12,1971,4,142,residentiel,tres_fort,double,fioul,O,43.6,21451,A
197,4,1951,11,22,residentiel,tres_fort,double,pompe_chaleur,E,65.4,12884,B
865,9,2010,21,55,bureau,moyen,triple,pompe_chaleur,E,63.4,54841,B
191,1,2009,20,6,residentiel,fort,simple,elec,E,71.5,13656,B
338,2,1920,9,484,bureau,moyen,simple,elec,N,132.2,44684,C
332,7,2005,4,186,industriel,fort,double,gaz,O,36.3,12052,A
96,10,1969,15,88,residentiel,faible,double,pompe_chaleur,N,102.7,9859,C
226,9,1954,17,71,industriel,fort,simple,elec,NE,78.9,17831,B
1295,3,1956,9,83,residentiel,moyen,double,gaz,N,79.3,102694,B
128,11,1968,10,70,residentiel,fort,double,elec,N,63.7,8154,B
379,9,1979,17,129,commercial,faible,double,pompe_chaleur,O,105.4,39947,C
109,11,2019,14,128,commercial,fort,double,elec,E,43.1,4698,A
127,9,1922,9,9,commercial,moyen,simple,gaz,SO,120.8,15342,C
91,13,1983,20,515,residentiel,fort,simple,fioul,E,77.0,7007,B
473,6,1926,22,195,commercial,moyen,double,gaz,O,116.5,55104,C
133,1,1920,18,126,residentiel,faible,double,bois,S,160.0,21280,D
594,9,1951,22,118,residentiel,moyen,double,elec,SO,108.4,64390,C
169,14,2000,11,205,residentiel,tres_fort,triple,fioul,SE,20.5,3464,A
268,2,1955,6,208,industriel,moyen,simple,fioul,S,74.5,19966,B
326,14,1957,18,15,residentiel,fort,double,elec,E,67.8,22103,B
79,11,2013,15,90,commercial,faible,double,pompe_chaleur,S,70.7,5585,B
282,1,1948,12,68,bureau,fort,simple,gaz,S,89.4,25211,B
313,8,1999,9,116,commercial,moyen,triple,gaz,S,60.5,18936,B
543,5,2006,5,104,commercial,moyen,triple,gaz,SE,43.6,23675,A
125,10,1987,7,135,commercial,moyen,double,elec,O,82.2,10275,B
138,11,2020,17,171,residentiel,faible,triple,gaz,O,67.8,9356,B
388,6,2022,8,146,residentiel,moyen,simple,elec,S,56.9,22077,B
658,7,1926,22,143,bureau,moyen,triple,bois,S,94.8,62378,C
162,1,1937,13,233,residentiel,moyen,triple,fioul,NE,70.6,11437,B
103,1,1960,5,73,residentiel,tres_fort,simple,gaz,SE,40.7,4192,A
196,11,1989,17,78,residentiel,moyen,double,elec,NE,77.1,15112,B
120,5,1949,17,219,residentiel,tres_fort,double,gaz,NO,92.3,11076,C
323,13,1986,7,146,residentiel,moyen,double,gaz,E,63.7,20575,B
115,9,2013,20,622,residentiel,faible,double,fioul,SO,71.9,8268,B
483,6,1920,18,152,industriel,moyen,double,bois,SE,123.4,59602,C
284,13,2010,15,20,residentiel,moyen,simple,gaz,SO,57.3,16273,B
494,1,1970,6,96,industriel,moyen,simple,gaz,NO,83.8,41397,B
45,12,2013,13,35,industriel,tres_fort,simple,gaz,NO,53.1,2390,B
71,2,1990,23,114,residentiel,fort,double,elec,N,65.2,4629,B
605,14,1924,8,174,commercial,fort,double,gaz,S,86.2,52151,B
148,8,2013,22,12,bureau,moyen,double,gaz,S,79.0,11692,B
88,7,1925,7,66,bureau,moyen,simple,elec,O,117.7,10358,C
212,10,1946,16,139,residentiel,fort,simple,gaz,NE,108.3,22960,C
290,12,1977,11,525,residentiel,faible,double,pompe_chaleur,N,96.7,28043,C
219,4,2014,5,51,residentiel,faible,simple,pompe_chaleur,SE,70.9,15527,B
340,2,1937,16,490,bureau,moyen,double,elec,NE,110.6,37604,C
309,14,1975,13,236,industriel,faible,double,elec,NE,97.7,30189,C
298,8,1931,10,0,bureau,fort,double,pompe_chaleur,SO,64.6,19251,B
629,5,1955,8,184,commercial,faible,double,gaz,NE,131.8,82902,C
242,13,1947,13,5,industriel,faible,triple,fioul,N,115.6,27975,C
237,1,1964,6,82,bureau,tres_fort,simple,gaz,SE,53.1,12585,B
429,12,1993,15,14,residentiel,tres_fort,triple,fioul,SO,33.8,14500,A
360,1,1994,5,128,commercial,moyen,double,gaz,N,62.9,22644,B
130,10,1989,8,218,residentiel,moyen,simple,pompe_chaleur,NE,69.9,9087,B
229,1,1922,14,576,residentiel,fort,double,gaz,O,106.0,24274,C
333,3,2001,18,152,bureau,faible,simple,pompe_chaleur,S,109.8,36563,C
162,5,1987,11,23,industriel,moyen,double,elec,E,78.4,12701,B
168,3,1926,16,64,residentiel,faible,triple,gaz,SE,126.7,21286,C
92,1,2018,22,5,bureau,moyen,double,pompe_chaleur,O,69.2,6366,B
33,10,1999,15,131,residentiel,tres_fort,double,gaz,NE,53.5,1766,B
188,11,1991,19,6,residentiel,fort,triple,elec,SE,70.5,13254,B
267,5,1971,13,151,residentiel,tres_fort,double,gaz,O,57.9,15459,B
114,10,2002,9,136,commercial,fort,simple,pompe_chaleur,SO,38.6,4400,A
642,5,1952,11,26,commercial,fort,triple,fioul,O,72.1,46288,B
118,4,1995,11,113,residentiel,fort,simple,elec,SO,46.8,5522,A
463,12,1983,14,66,residentiel,fort,simple,pompe_chaleur,S,63.8,29539,B
328,8,1983,7,88,residentiel,moyen,simple,fioul,SO,65.3,21418,B
1123,1,2003,19,239,residentiel,moyen,double,pompe_chaleur,N,48.5,54466,A
357,10,1938,7,368,bureau,moyen,double,gaz,SE,88.2,31487,B
89,6,1930,18,4,bureau,moyen,double,elec,NO,134.4,11962,C
512,2,1977,13,343,bureau,moyen,double,gaz,NE,82.9,42445,B
803,4,2003,18,102,residentiel,faible,double,elec,SO,113.7,91301,C
71,5,1946,7,42,bureau,fort,triple,gaz,NO,53.3,3784,B
383,1,1979,8,85,residentiel,moyen,simple,pompe_chaleur,NO,81.8,31329,B
447,11,2019,9,64,residentiel,moyen,simple,elec,SE,48.0,21456,A
211,4,1984,19,74,industriel,moyen,double,elec,SE,79.8,16838,B
45,3,1928,9,9,commercial,faible,simple,gaz,S,155.7,7006,D
199,3,2011,10,103,industriel,tres_fort,double,gaz,SE,46.7,9293,A
163,11,2021,6,102,industriel,moyen,double,pompe_chaleur,NE,33.8,5509,A
714,8,1993,8,58,bureau,moyen,double,elec,N,61.1,43625,B
230,12,1983,21,402,industriel,faible,simple,fioul,SO,127.3,29279,C
183,7,1980,6,220,residentiel,fort,double,elec,SE,58.3,10669,B
162,10,1984,22,359,residentiel,fort,double,gaz,SO,49.7,8051,A
307,7,1954,20,72,residentiel,moyen,triple,pompe_chaleur,SE,70.3,21582,B
255,9,1987,22,458,residentiel,moyen,double,pompe_chaleur,E,90.1,22976,C
141,13,1973,16,18,residentiel,fort,double,gaz,E,80.3,11322,B
294,9,2002,17,55,residentiel,tres_fort,double,pompe_chaleur,E,46.0,13524,A
166,7,2007,20,63,commercial,moyen,simple,gaz,O,87.4,14508,B
40,13,1993,18,20,commercial,faible,double,gaz,N,116.7,4668,C
391,9,2023,15,95,bureau,faible,double,gaz,NO,68.4,26744,B
365,14,1966,12,111,residentiel,faible,double,elec,SE,101.5,37048,C
281,10,1998,21,84,commercial,fort,double,pompe_chaleur,SO,67.3,18911,B
180,10,1955,10,34,residentiel,tres_fort,double,gaz,NE,54.0,9720,B
233,8,2002,15,92,residentiel,tres_fort,double,pompe_chaleur,SO,45.0,10485,A
434,12,1947,5,31,residentiel,fort,simple,pompe_chaleur,S,64.4,27950,B
157,5,1992,16,320,residentiel,faible,double,elec,O,93.3,14648,C
447,8,1921,6,283,residentiel,tres_fort,simple,gaz,SE,49.6,22171,A
87,13,1999,5,106,commercial,moyen,double,gaz,SE,53.8,4681,B
275,3,1950,9,486,commercial,moyen,double,gaz,SE,73.3,20158,B
249,7,1945,17,50,bureau,fort,double,bois,O,74.0,18426,B
494,1,1954,20,106,residentiel,faible,double,pompe_chaleur,N,119.9,59231,C
129,8,1964,15,29,commercial,fort,double,gaz,SE,62.7,8088,B
139,5,1933,17,182,bureau,tres_fort,double,elec,O,71.0,9869,B
92,8,1977,8,39,residentiel,fort,double,gaz,NO,43.3,3984,A
165,4,1932,6,10,bureau,fort,simple,gaz,S,72.3,11930,B
293,12,1977,6,125,bureau,moyen,double,gaz,SO,63.4,18576,B
70,14,1958,5,349,residentiel,faible,double,gaz,E,89.2,6244,B
179,8,1982,10,77,residentiel,fort,triple,gaz,SO,35.7,6390,A
375,9,1935,18,140,bureau,fort,double,gaz,NO,106.3,39862,C
228,7,2021,5,245,residentiel,tres_fort,double,elec,E,20.0,4560,A
258,5,1921,10,52,residentiel,faible,simple,elec,E,172.9,44608,D
85,7,2008,16,341,residentiel,moyen,triple,elec,SO,49.7,4224,A
228,7,1956,5,237,industriel,moyen,double,gaz,NE,79.6,18149,B
250,11,2006,14,88,residentiel,fort,double,elec,NO,45.0,11250,A
218,10,1982,11,190,residentiel,fort,double,elec,NE,39.1,8524,A
272,5,2006,22,134,residentiel,tres_fort,double,bois,S,48.8,13274,A
197,9,1977,13,431,commercial,moyen,double,gaz,S,79.4,15642,B
178,14,2002,14,239,bureau,moyen,triple,elec,N,65.6,11677,B
118,6,1988,21,37,industriel,faible,simple,gaz,O,121.2,14302,C
484,12,1990,18,59,residentiel,moyen,triple,gaz,NO,62.2,30105,B
104,7,1979,14,18,residentiel,moyen,triple,elec,E,77.2,8029,B
273,2,1946,17,49,bureau,fort,triple,pompe_chaleur,S,59.1,16134,B
871,3,2008,12,335,residentiel,moyen,triple,bois,O,46.6,40589,A
529,5,2008,17,64,commercial,moyen,double,elec,S,52.6,27825,B
350,9,1995,10,213,commercial,fort,double,gaz,O,47.1,16485,A
291,13,1949,10,97,bureau,fort,simple,pompe_chaleur,NE,76.2,22174,B
224,6,1962,20,270,industriel,moyen,double,gaz,E,102.3,22915,C
130,4,1995,12,1,bureau,moyen,simple,elec,N,61.6,8008,B
205,10,1939,14,110,residentiel,fort,triple,pompe_chaleur,N,64.5,13222,B
366,5,1931,6,99,bureau,fort,simple,elec,O,73.1,26755,B
321,7,1961,10,132,residentiel,fort,simple,elec,S,72.6,23305,B
425,4,1976,17,2,commercial,moyen,simple,gaz,SE,94.0,39950,C
575,5,2012,14,365,residentiel,moyen,double,gaz,S,46.4,26680,A
219,1,1953,10,129,residentiel,tres_fort,simple,bois,N,64.9,14213,B
280,8,1942,4,144,bureau,moyen,simple,gaz,NE,97.6,27328,C
65,7,1993,14,88,residentiel,moyen,simple,gaz,NE,88.1,5726,B
1187,3,2011,10,120,residentiel,tres_fort,double,elec,NO,30.4,36085,A
183,11,2008,22,44,bureau,faible,triple,gaz,S,81.8,14969,B
386,3,1985,4,72,residentiel,fort,double,gaz,NO,53.3,20574,B
183,10,1921,17,24,bureau,tres_fort,double,gaz,SE,68.8,12590,B
180,2,1987,11,44,residentiel,faible,simple,elec,NE,125.1,22518,C
207,1,1931,9,414,residentiel,fort,simple,elec,O,92.6,19168,C
102,2,2001,18,20,residentiel,moyen,double,pompe_chaleur,O,90.6,9241,C
43,8,2016,14,327,commercial,tres_fort,simple,gaz,SE,66.5,2860,B
551,3,1983,5,6,industriel,tres_fort,simple,fioul,S,20.0,11020,A
359,5,1944,16,2,residentiel,tres_fort,simple,gaz,NO,83.9,30120,B
129,8,1951,7,68,industriel,faible,double,gaz,E,117.6,15170,C
336,9,1996,21,174,bureau,fort,double,fioul,SO,66.3,22277,B
436,11,1999,8,28,bureau,tres_fort,simple,pompe_chaleur,S,28.9,12600,A
151,6,2004,19,64,commercial,fort,double,gaz,NE,53.1,8018,B
326,2,1930,10,141,commercial,fort,double,gaz,O,66.4,21646,B
495,14,1997,10,205,commercial,faible,triple,pompe_chaleur,O,91.2,45144,C
89,11,2019,4,618,bureau,tres_fort,simple,gaz,O,35.1,3124,A
355,12,1923,22,189,bureau,faible,double,gaz,N,146.8,52114,C
316,13,1964,15,354,residentiel,moyen,triple,elec,SE,62.3,19687,B
913,10,1996,6,54,residentiel,tres_fort,triple,pompe_chaleur,NE,20.0,18260,A
361,14,1975,4,3,bureau,tres_fort,triple,elec,NE,42.8,15451,A
184,8,2020,9,162,residentiel,tres_fort,simple,elec,NE,36.4,6698,A
199,8,1990,13,45,residentiel,moyen,triple,bois,NE,66.6,13253,B
1009,9,1958,4,104,residentiel,faible,triple,gaz,NE,83.5,84252,B
191,8,1984,11,274,residentiel,moyen,simple,pompe_chaleur,O,91.7,17515,C
369,7,1993,10,30,bureau,faible,simple,gaz,S,87.4,32251,B
207,5,2001,21,63,bureau,tres_fort,triple,pompe_chaleur,N,56.6,11716,B
522,12,1948,12,169,residentiel,fort,simple,elec,NE,86.1,44944,B
540,5,2015,6,233,residentiel,moyen,double,gaz,S,29.4,15876,A
241,13,2023,8,18,residentiel,faible,double,elec,O,49.0,11809,A
184,11,1942,20,91,residentiel,moyen,double,fioul,NE,106.7,19633,C
181,14,1941,4,181,commercial,tres_fort,simple,elec,NE,57.5,10408,B
73,10,1960,6,216,bureau,fort,double,gaz,S,67.4,4920,B
263,9,1951,4,18,bureau,faible,double,gaz,NO,108.3,28483,C
259,5,1939,4,787,bureau,faible,triple,elec,SO,92.9,24061,C
138,10,1937,22,94,industriel,moyen,simple,pompe_chaleur,E,134.3,18533,C
68,9,1993,23,60,commercial,faible,simple,elec,N,116.8,7942,C
283,6,2019,18,50,bureau,tres_fort,simple,gaz,NE,50.5,14292,B
309,1,1929,5,4,bureau,fort,simple,pompe_chaleur,NE,95.1,29386,C
323,1,1979,17,3,residentiel,faible,triple,gaz,O,88.9,28715,B
122,4,1949,19,18,industriel,fort,simple,gaz,NE,96.4,11761,C
323,10,1945,19,69,residentiel,moyen,simple,elec,SE,109.1,35239,C
216,13,1979,18,122,residentiel,moyen,triple,elec,NE,87.8,18965,B
448,14,1933,17,90,industriel,fort,simple,bois,SE,84.1,37677,B
124,8,1928,12,75,commercial,faible,simple,elec,S,156.6,19418,D
547,13,2010,5,36,residentiel,moyen,double,gaz,E,56.2,30741,B
704,1,1966,20,64,residentiel,fort,double,pompe_chaleur,NE,70.2,49421,B
265,13,1926,22,69,residentiel,tres_fort,triple,gaz,E,80.8,21412,B
325,14,2011,14,93,bureau,moyen,double,bois,SO,35.4,11505,A
424,6,1986,12,57,residentiel,fort,double,gaz,NO,46.6,19758,A
119,1,1996,22,61,industriel,moyen,double,fioul,O,81.7,9722,B
174,10,1983,13,23,industriel,fort,triple,fioul,SE,71.8,12493,B
278,1,1969,11,48,bureau,moyen,double,fioul,SO,75.6,21017,B
1011,9,2000,21,36,bureau,fort,double,gaz,N,68.4,69152,B
106,5,1955,22,25,residentiel,faible,double,pompe_chaleur,NE,145.5,15423,C
770,8,1990,8,239,residentiel,tres_fort,double,pompe_chaleur,O,29.2,22484,A
214,13,2011,9,80,commercial,tres_fort,double,gaz,SE,20.0,4280,A
239,3,2006,10,146,residentiel,moyen,simple,elec,E,82.4,19694,B
574,1,1977,7,116,residentiel,fort,double,elec,E,59.1,33923,B
1007,9,1923,21,96,residentiel,faible,simple,fioul,SE,172.8,174010,D
329,10,1921,23,405,residentiel,fort,double,pompe_chaleur,SO,98.9,32538,C
553,5,1964,14,48,residentiel,moyen,double,elec,S,92.5,51152,C
128,3,1988,18,14,commercial,faible,double,elec,NE,99.6,12749,C
169,10,1928,12,20,commercial,fort,simple,gaz,SE,88.4,14940,B
95,10,1962,23,192,bureau,moyen,triple,elec,S,106.6,10127,C
171,14,1962,23,139,commercial,moyen,double,pompe_chaleur,NO,91.3,15612,C
363,13,1967,18,71,residentiel,moyen,double,elec,SO,92.2,33469,C
284,11,1978,21,18,commercial,faible,simple,pompe_chaleur,SE,111.8,31751,C
820,1,1949,6,99,bureau,faible,double,elec,S,122.9,100778,C
1031,4,1981,21,17,residentiel,fort,double,gaz,SO,72.0,74232,B
222,10,1967,12,59,industriel,fort,triple,pompe_chaleur,E,49.7,11033,A
152,7,2016,8,22,residentiel,faible,double,gaz,O,46.8,7114,A
551,1,1953,22,18,residentiel,moyen,simple,bois,E,116.6,64247,C
593,8,2015,20,36,residentiel,fort,double,fioul,NO,61.0,36173,B
333,11,2020,6,158,residentiel,fort,simple,fioul,S,45.1,15018,A
401,11,1952,17,73,residentiel,fort,simple,fioul,NO,78.3,31398,B
359,13,1962,21,160,bureau,moyen,double,elec,N,92.3,33136,C
122,3,1992,17,92,commercial,moyen,simple,elec,SE,75.7,9235,B
104,14,1967,13,425,residentiel,fort,triple,pompe_chaleur,E,52.3,5439,B
236,8,1994,4,21,bureau,moyen,double,gaz,NE,48.4,11422,A
213,5,1946,13,658,residentiel,faible,simple,pompe_chaleur,S,135.2,28798,C
297,13,2019,15,280,commercial,faible,triple,gaz,N,67.8,20137,B
223,2,1992,20,518,residentiel,fort,double,fioul,N,65.9,14696,B
74,1,1928,8,11,residentiel,moyen,simple,elec,SO,108.4,8022,C
56,11,1945,8,320,bureau,fort,double,pompe_chaleur,S,66.4,3718,B
410,11,1984,22,55,bureau,fort,triple,elec,N,53.9,22099,B
154,2,1950,20,99,commercial,moyen,double,elec,NE,111.2,17125,C
208,13,1962,15,46,bureau,fort,double,fioul,SO,68.9,14331,B
166,12,1987,12,96,commercial,fort,double,elec,N,59.4,9860,B
129,12,1956,16,32,residentiel,faible,double,gaz,E,121.9,15725,C
127,6,2014,7,3,residentiel,fort,simple,gaz,NE,39.8,5055,A
500,14,1984,8,139,residentiel,moyen,double,elec,O,67.0,33500,B
207,2,1963,14,185,residentiel,moyen,triple,elec,S,71.7,14842,B
382,11,1949,12,104,residentiel,fort,double,elec,SO,55.5,21201,B
419,12,1950,7,74,bureau,fort,simple,gaz,E,89.3,37417,B
305,8,1923,14,43,residentiel,moyen,double,gaz,NO,103.2,31476,C
429,5,1928,17,381,bureau,tres_fort,simple,fioul,O,82.0,35178,B
247,7,2000,20,169,bureau,fort,double,pompe_chaleur,NE,77.4,19118,B
636,1,1999,16,18,bureau,fort,double,gaz,SO,50.1,31864,B
435,1,1929,16,535,bureau,faible,double,gaz,E,149.7,65119,C
478,5,1977,15,124,residentiel,moyen,triple,gaz,SE,44.0,21032,A
127,1,1954,6,187,residentiel,moyen,double,pompe_chaleur,E,60.3,7658,B
294,9,1992,11,137,bureau,fort,double,pompe_chaleur,E,53.6,15758,B
68,9,1981,13,14,bureau,moyen,triple,elec,N,67.3,4576,B
652,12,2003,14,251,residentiel,fort,double,elec,E,66.0,43032,B
158,4,1984,9,234,residentiel,moyen,triple,fioul,NE,66.5,10507,B
174,12,1940,18,28,bureau,fort,triple,gaz,NO,59.1,10283,B
94,5,1989,14,41,bureau,fort,double,gaz,O,72.2,6787,B
239,8,2006,10,8,residentiel,fort,double,elec,E,34.0,8126,A
203,12,2023,13,75,residentiel,fort,double,bois,S,47.9,9724,A
876,5,1993,18,20,commercial,tres_fort,triple,elec,SO,40.5,35478,A
447,2,1961,4,77,residentiel,faible,simple,elec,O,144.7,64681,C
171,12,1972,10,45,commercial,fort,triple,pompe_chaleur,E,45.6,7798,A
76,4,1934,8,44,residentiel,tres_fort,double,gaz,SO,48.8,3709,A
49,4,1986,10,171,bureau,fort,double,elec,NO,56.3,2759,B
119,10,1934,17,233,residentiel,moyen,double,elec,SE,102.3,12174,C
96,8,1947,8,39,residentiel,tres_fort,triple,bois,O,34.0,3264,A
312,1,1973,14,173,industriel,faible,simple,gaz,O,145.2,45302,C
221,13,1969,11,136,bureau,moyen,double,elec,NO,73.7,16288,B
248,8,1959,5,185,industriel,faible,triple,fioul,SO,73.2,18154,B
126,4,1987,21,133,residentiel,moyen,double,pompe_chaleur,SE,80.1,10093,B
272,2,2014,15,430,commercial,moyen,double,elec,O,64.7,17598,B
91,10,2015,9,281,industriel,moyen,triple,gaz,NE,38.0,3458,A
230,11,1973,14,120,bureau,tres_fort,triple,gaz,E,58.1,13363,B
438,11,1977,23,316,residentiel,moyen,simple,gaz,O,108.6,47567,C
189,9,1967,7,84,bureau,moyen,double,gaz,O,74.2,14024,B
334,13,2013,21,238,bureau,tres_fort,simple,pompe_chaleur,N,64.3,21476,B
61,9,2009,4,174,industriel,fort,simple,pompe_chaleur,SE,27.1,1653,A
58,4,1925,21,78,residentiel,moyen,double,pompe_chaleur,S,109.8,6368,C
308,4,2002,10,285,residentiel,faible,simple,gaz,E,89.0,27412,B
509,6,1923,9,600,residentiel,fort,double,gaz,E,89.7,45657,B
207,11,1994,19,46,bureau,fort,double,pompe_chaleur,S,58.3,12068,B
1098,1,1955,7,297,industriel,fort,triple,gaz,O,50.1,55010,B
89,5,1974,6,5,residentiel,moyen,double,gaz,SO,41.7,3711,A
152,7,2001,13,130,commercial,fort,simple,gaz,E,52.4,7965,B
270,8,1944,22,210,industriel,fort,triple,gaz,NO,64.8,17496,B
339,3,1933,10,177,residentiel,fort,triple,gaz,NO,50.7,17187,B
163,2,1979,14,246,residentiel,tres_fort,double,gaz,SE,51.6,8411,B
117,13,2007,11,96,bureau,fort,triple,fioul,NE,75.4,8822,B
378,2,1932,19,73,bureau,fort,double,gaz,NO,92.8,35078,C
269,2,1960,21,3,residentiel,fort,double,elec,SE,80.7,21708,B
192,3,1975,23,85,commercial,fort,double,elec,NO,72.8,13978,B
347,5,1943,9,10,bureau,moyen,simple,elec,NE,94.6,32826,C
222,4,2008,9,107,industriel,moyen,double,elec,N,75.1,16672,B
222,12,1982,22,308,commercial,fort,double,gaz,NE,69.0,15318,B
216,2,1973,15,176,commercial,fort,triple,gaz,SE,35.0,7560,A
138,2,1934,10,258,bureau,moyen,simple,elec,E,116.5,16077,C
128,2,1927,10,56,residentiel,faible,simple,bois,S,150.6,19277,D
169,10,1937,7,13,bureau,fort,double,elec,NE,74.5,12590,B
250,13,1923,5,23,residentiel,fort,simple,elec,S,93.4,23350,C
66,3,1975,10,56,bureau,moyen,triple,bois,NO,67.0,4422,B
474,8,2009,19,101,residentiel,moyen,double,pompe_chaleur,SO,67.6,32042,B
248,6,1998,17,58,bureau,moyen,double,pompe_chaleur,O,79.8,19790,B
116,9,1943,4,122,residentiel,tres_fort,double,elec,N,73.0,8468,B
759,10,1940,4,115,residentiel,tres_fort,simple,fioul,E,77.1,58519,B
252,5,1974,21,196,residentiel,fort,simple,elec,N,82.8,20866,B
96,9,2000,19,185,bureau,moyen,double,pompe_chaleur,O,85.5,8208,B
735,1,2000,19,67,commercial,fort,triple,pompe_chaleur,E,75.5,55492,B
632,7,1974,21,75,residentiel,moyen,double,elec,SE,95.1,60103,C
130,14,1946,16,153,commercial,tres_fort,simple,bois,SE,66.6,8658,B
195,13,1970,10,62,commercial,faible,double,bois,O,97.2,18954,C
178,1,1996,15,338,residentiel,faible,simple,elec,SO,99.4,17693,C
65,1,2011,16,14,bureau,fort,double,gaz,O,42.5,2762,A
307,12,1927,20,20,residentiel,moyen,simple,pompe_chaleur,N,143.2,43962,C
442,3,2000,14,94,residentiel,fort,double,gaz,SO,64.1,28332,B
388,10,1997,5,363,bureau,fort,double,elec,O,39.0,15132,A
250,8,1942,16,86,residentiel,faible,triple,gaz,SO,103.9,25975,C
473,6,1926,18,296,commercial,moyen,double,pompe_chaleur,NO,105.8,50043,C
111,5,1952,22,131,industriel,fort,simple,bois,SO,97.4,10811,C
874,11,1948,7,31,commercial,fort,double,gaz,NO,64.1,56023,B
143,4,1931,21,294,bureau,moyen,double,pompe_chaleur,NE,104.1,14886,C
154,11,1946,4,32,bureau,moyen,double,fioul,S,104.5,16093,C
164,4,1940,18,207,industriel,fort,triple,gaz,E,58.1,9528,B
155,13,2012,10,7,residentiel,moyen,triple,gaz,E,32.1,4976,A
214,10,1928,6,47,residentiel,fort,simple,gaz,E,91.7,19624,C
208,8,1975,10,343,bureau,fort,double,pompe_chaleur,NE,66.6,13853,B
268,2,1953,15,29,residentiel,moyen,double,elec,SE,82.6,22137,B
138,3,2007,7,180,residentiel,fort,double,gaz,N,33.6,4637,A
275,9,1969,15,123,residentiel,moyen,triple,gaz,NE,79.2,21780,B
114,9,1980,18,19,bureau,faible,double,elec,SE,105.9,12073,C
409,2,1961,21,119,residentiel,fort,double,gaz,O,75.8,31002,B
405,2,2003,15,78,residentiel,tres_fort,triple,elec,E,53.2,21546,B
244,9,1989,16,23,residentiel,fort,double,gaz,O,68.5,16714,B
155,6,1977,22,235,residentiel,moyen,double,pompe_chaleur,SE,102.3,15856,C
304,7,1961,4,27,commercial,fort,triple,pompe_chaleur,SO,39.3,11947,A
131,9,1966,19,112,residentiel,moyen,double,fioul,NO,102.8,13467,C
251,12,1946,23,244,bureau,moyen,double,gaz,O,111.0,27861,C
220,4,1988,20,505,commercial,moyen,double,elec,NO,91.4,20108,C
1542,10,1950,22,308,residentiel,moyen,triple,pompe_chaleur,NO,99.3,153121,C
104,13,1949,22,373,commercial,moyen,double,elec,SE,113.8,11835,C
